Accession,Release_Date,Species,Genus,Family,Length,Nuc_Completeness,Genotype,Genome_Region,Segment,Authors,Publications,Geo_Location,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
QIJ96502,2020-03-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7096,GenBank,,,,"Queen,K., Uehara,A., Tao,Y., Paden,C.R., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-02-17,,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIJ96508,2020-03-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,,,,"Queen,K., Uehara,A., Tao,Y., Paden,C.R., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-02-17,,orf7a protein [Severe acute respiratory syndrome coronavirus 2]
QIJ96509,2020-03-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,,,,"Queen,K., Uehara,A., Tao,Y., Paden,C.R., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-02-17,,orf8 protein [Severe acute respiratory syndrome coronavirus 2]
QIJ96528,2020-03-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,,,,"Queen,K., Uehara,A., Tao,Y., Paden,C.R., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-02-24,,orf7a protein [Severe acute respiratory syndrome coronavirus 2]
QIJ96524,2020-03-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,275,GenBank,,,,"Queen,K., Uehara,A., Tao,Y., Paden,C.R., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-02-24,,orf3a protein [Severe acute respiratory syndrome coronavirus 2]
QIJ96531,2020-03-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,38,GenBank,,,,"Queen,K., Uehara,A., Tao,Y., Paden,C.R., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-02-24,,orf10 protein [Severe acute respiratory syndrome coronavirus 2]
QIJ96529,2020-03-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,,,,"Queen,K., Uehara,A., Tao,Y., Paden,C.R., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-02-24,,orf8 protein [Severe acute respiratory syndrome coronavirus 2]
QIJ96526,2020-03-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,222,GenBank,,,,"Queen,K., Uehara,A., Tao,Y., Paden,C.R., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-02-24,,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIJ96523,2020-03-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,GenBank,,,,"Queen,K., Uehara,A., Tao,Y., Paden,C.R., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-02-24,,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIJ96525,2020-03-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,75,GenBank,,,,"Queen,K., Uehara,A., Tao,Y., Paden,C.R., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-02-24,,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIJ96527,2020-03-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,61,GenBank,,,,"Queen,K., Uehara,A., Tao,Y., Paden,C.R., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-02-24,,orf6 protein [Severe acute respiratory syndrome coronavirus 2]
QIJ96522,2020-03-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7096,GenBank,,,,"Queen,K., Uehara,A., Tao,Y., Paden,C.R., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-02-24,,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIJ96530,2020-03-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,GenBank,,,,"Queen,K., Uehara,A., Tao,Y., Paden,C.R., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-02-24,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
QIJ96492,2020-03-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7096,GenBank,,,,"Queen,K., Uehara,A., Tao,Y., Paden,C.R., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-02-18,,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIJ96494,2020-03-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,275,GenBank,,,,"Queen,K., Uehara,A., Tao,Y., Paden,C.R., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-02-18,,orf3a protein [Severe acute respiratory syndrome coronavirus 2]
QIJ96493,2020-03-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,GenBank,,,,"Queen,K., Uehara,A., Tao,Y., Paden,C.R., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-02-18,,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIJ96501,2020-03-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,38,GenBank,,,,"Queen,K., Uehara,A., Tao,Y., Paden,C.R., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-02-18,,orf10 protein [Severe acute respiratory syndrome coronavirus 2]
QIJ96498,2020-03-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,,,,"Queen,K., Uehara,A., Tao,Y., Paden,C.R., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-02-18,,orf7a protein [Severe acute respiratory syndrome coronavirus 2]
QIJ96499,2020-03-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,,,,"Queen,K., Uehara,A., Tao,Y., Paden,C.R., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-02-18,,orf8 protein [Severe acute respiratory syndrome coronavirus 2]
QIJ96495,2020-03-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,75,GenBank,,,,"Queen,K., Uehara,A., Tao,Y., Paden,C.R., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-02-18,,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIJ96496,2020-03-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,222,GenBank,,,,"Queen,K., Uehara,A., Tao,Y., Paden,C.R., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-02-18,,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIJ96500,2020-03-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,GenBank,,,,"Queen,K., Uehara,A., Tao,Y., Paden,C.R., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-02-18,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
QIJ96497,2020-03-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,61,GenBank,,,,"Queen,K., Uehara,A., Tao,Y., Paden,C.R., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-02-18,,orf6 protein [Severe acute respiratory syndrome coronavirus 2]
QIJ96469,2020-03-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,,,,"Tao,Y., Queen,K., Paden,C.R., Uehara,A., Zhang,J., Li,Y., Keckler,M.S., Laufer Halpin,A.S., Wang,H., Padilla,J., Lee,J., Elkins,C.A., Gerber,S.I., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-02-18,,orf8 protein [Severe acute respiratory syndrome coronavirus 2]
QIJ96470,2020-03-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,GenBank,,,,"Tao,Y., Queen,K., Paden,C.R., Uehara,A., Zhang,J., Li,Y., Keckler,M.S., Laufer Halpin,A.S., Wang,H., Padilla,J., Lee,J., Elkins,C.A., Gerber,S.I., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-02-18,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
QIJ96471,2020-03-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,38,GenBank,,,,"Tao,Y., Queen,K., Paden,C.R., Uehara,A., Zhang,J., Li,Y., Keckler,M.S., Laufer Halpin,A.S., Wang,H., Padilla,J., Lee,J., Elkins,C.A., Gerber,S.I., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-02-18,,orf10 protein [Severe acute respiratory syndrome coronavirus 2]
QIJ96465,2020-03-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,75,GenBank,,,,"Tao,Y., Queen,K., Paden,C.R., Uehara,A., Zhang,J., Li,Y., Keckler,M.S., Laufer Halpin,A.S., Wang,H., Padilla,J., Lee,J., Elkins,C.A., Gerber,S.I., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-02-18,,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIJ96467,2020-03-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,61,GenBank,,,,"Tao,Y., Queen,K., Paden,C.R., Uehara,A., Zhang,J., Li,Y., Keckler,M.S., Laufer Halpin,A.S., Wang,H., Padilla,J., Lee,J., Elkins,C.A., Gerber,S.I., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-02-18,,orf6 protein [Severe acute respiratory syndrome coronavirus 2]
QIJ96463,2020-03-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,GenBank,,,,"Tao,Y., Queen,K., Paden,C.R., Uehara,A., Zhang,J., Li,Y., Keckler,M.S., Laufer Halpin,A.S., Wang,H., Padilla,J., Lee,J., Elkins,C.A., Gerber,S.I., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-02-18,,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIJ96521,2020-03-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,38,GenBank,,,,"Queen,K., Uehara,A., Tao,Y., Paden,C.R., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-02-17,,orf10 protein [Severe acute respiratory syndrome coronavirus 2]
QIJ96512,2020-03-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7096,GenBank,,,,"Queen,K., Uehara,A., Tao,Y., Paden,C.R., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-02-17,,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIJ96520,2020-03-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,GenBank,,,,"Queen,K., Uehara,A., Tao,Y., Paden,C.R., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-02-17,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
QIJ96514,2020-03-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,275,GenBank,,,,"Queen,K., Uehara,A., Tao,Y., Paden,C.R., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-02-17,,orf3a protein [Severe acute respiratory syndrome coronavirus 2]
QIJ96517,2020-03-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,61,GenBank,,,,"Queen,K., Uehara,A., Tao,Y., Paden,C.R., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-02-17,,orf6 protein [Severe acute respiratory syndrome coronavirus 2]
QIJ96519,2020-03-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,,,,"Queen,K., Uehara,A., Tao,Y., Paden,C.R., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-02-17,,orf8 protein [Severe acute respiratory syndrome coronavirus 2]
QIJ96515,2020-03-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,75,GenBank,,,,"Queen,K., Uehara,A., Tao,Y., Paden,C.R., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-02-17,,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIJ96516,2020-03-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,222,GenBank,,,,"Queen,K., Uehara,A., Tao,Y., Paden,C.R., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-02-17,,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIJ96518,2020-03-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,,,,"Queen,K., Uehara,A., Tao,Y., Paden,C.R., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-02-17,,orf7a protein [Severe acute respiratory syndrome coronavirus 2]
QIJ96513,2020-03-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,GenBank,,,,"Queen,K., Uehara,A., Tao,Y., Paden,C.R., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-02-17,,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIJ96464,2020-03-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,275,GenBank,,,,"Tao,Y., Queen,K., Paden,C.R., Uehara,A., Zhang,J., Li,Y., Keckler,M.S., Laufer Halpin,A.S., Wang,H., Padilla,J., Lee,J., Elkins,C.A., Gerber,S.I., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-02-18,,orf3a protein [Severe acute respiratory syndrome coronavirus 2]
QIJ96462,2020-03-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7096,GenBank,,,,"Tao,Y., Queen,K., Paden,C.R., Uehara,A., Zhang,J., Li,Y., Keckler,M.S., Laufer Halpin,A.S., Wang,H., Padilla,J., Lee,J., Elkins,C.A., Gerber,S.I., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-02-18,,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIJ96468,2020-03-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,,,,"Tao,Y., Queen,K., Paden,C.R., Uehara,A., Zhang,J., Li,Y., Keckler,M.S., Laufer Halpin,A.S., Wang,H., Padilla,J., Lee,J., Elkins,C.A., Gerber,S.I., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-02-18,,orf7a protein [Severe acute respiratory syndrome coronavirus 2]
QIJ96466,2020-03-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,222,GenBank,,,,"Tao,Y., Queen,K., Paden,C.R., Uehara,A., Zhang,J., Li,Y., Keckler,M.S., Laufer Halpin,A.S., Wang,H., Padilla,J., Lee,J., Elkins,C.A., Gerber,S.I., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-02-18,,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIJ96480,2020-03-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,GenBank,,,,"Tao,Y., Queen,K., Paden,C.R., Uehara,A., Zhang,J., Li,Y., Keckler,M.S., Laufer Halpin,A.S., Wang,H., Padilla,J., Lee,J., Elkins,C.A., Gerber,S.I., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-02-21,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
QIJ96481,2020-03-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,38,GenBank,,,,"Tao,Y., Queen,K., Paden,C.R., Uehara,A., Zhang,J., Li,Y., Keckler,M.S., Laufer Halpin,A.S., Wang,H., Padilla,J., Lee,J., Elkins,C.A., Gerber,S.I., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-02-21,,orf10 protein [Severe acute respiratory syndrome coronavirus 2]
QIJ96476,2020-03-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,222,GenBank,,,,"Tao,Y., Queen,K., Paden,C.R., Uehara,A., Zhang,J., Li,Y., Keckler,M.S., Laufer Halpin,A.S., Wang,H., Padilla,J., Lee,J., Elkins,C.A., Gerber,S.I., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-02-21,,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIJ96487,2020-03-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,61,GenBank,,,,"Tao,Y., Queen,K., Paden,C.R., Uehara,A., Zhang,J., Li,Y., Keckler,M.S., Laufer Halpin,A.S., Wang,H., Padilla,J., Lee,J., Elkins,C.A., Gerber,S.I., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-02-21,,orf6 protein [Severe acute respiratory syndrome coronavirus 2]
QIJ96490,2020-03-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,GenBank,,,,"Tao,Y., Queen,K., Paden,C.R., Uehara,A., Zhang,J., Li,Y., Keckler,M.S., Laufer Halpin,A.S., Wang,H., Padilla,J., Lee,J., Elkins,C.A., Gerber,S.I., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-02-21,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
QIJ96491,2020-03-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,38,GenBank,,,,"Tao,Y., Queen,K., Paden,C.R., Uehara,A., Zhang,J., Li,Y., Keckler,M.S., Laufer Halpin,A.S., Wang,H., Padilla,J., Lee,J., Elkins,C.A., Gerber,S.I., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-02-21,,orf10 protein [Severe acute respiratory syndrome coronavirus 2]
QIJ96477,2020-03-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,61,GenBank,,,,"Tao,Y., Queen,K., Paden,C.R., Uehara,A., Zhang,J., Li,Y., Keckler,M.S., Laufer Halpin,A.S., Wang,H., Padilla,J., Lee,J., Elkins,C.A., Gerber,S.I., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-02-21,,orf6 protein [Severe acute respiratory syndrome coronavirus 2]
QIJ96475,2020-03-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,75,GenBank,,,,"Tao,Y., Queen,K., Paden,C.R., Uehara,A., Zhang,J., Li,Y., Keckler,M.S., Laufer Halpin,A.S., Wang,H., Padilla,J., Lee,J., Elkins,C.A., Gerber,S.I., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-02-21,,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIJ96479,2020-03-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,,,,"Tao,Y., Queen,K., Paden,C.R., Uehara,A., Zhang,J., Li,Y., Keckler,M.S., Laufer Halpin,A.S., Wang,H., Padilla,J., Lee,J., Elkins,C.A., Gerber,S.I., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-02-21,,orf8 protein [Severe acute respiratory syndrome coronavirus 2]
QIJ96472,2020-03-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7096,GenBank,,,,"Tao,Y., Queen,K., Paden,C.R., Uehara,A., Zhang,J., Li,Y., Keckler,M.S., Laufer Halpin,A.S., Wang,H., Padilla,J., Lee,J., Elkins,C.A., Gerber,S.I., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-02-21,,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
